classical, classical_games, classical_rd, rapid, rapid_games, rapid_rd, blitz, blitz_games, blitz_rd, league_games
2005,96,71,1896,241,86,1766,1619,53,18
1721,37,96,1877,18,115,1369,12,156,16
2172,159,87,2237,85,118,2165,888,94,14
2043,75,77,2001,520,75,1755,3598,46,32
1619,117,88,1663,229,51,1177,146,82,1
1983,126,78,1908,231,111,1663,1467,95,24
1782,130,101,1758,34,99,1402,930,95,9
1828,120,64,2110,1200,60,1841,3333,45,1
1608,45,100,1688,100,104,1570,3,207,16
1900,44,94,2203,448,73,2038,3121,45,6
1491,30,125,1526,423,84,1450,268,73,7
1758,24,121,1843,2954,91,1714,84,78,2
1835,457,63,1875,693,61,1734,4143,45,34
1676,105,79,1764,277,65,1622,161,106,8
1753,55,92,1831,54,90,1764,419,59,7
1936,105,64,2020,186,75,1944,1585,45,35
1573,244,75,1284,346,72,967,426,54,15
1976,148,73,2085,1750,46,1837,2489,45,23
2225,807,90,2318,2830,84,2274,7688,45,8
2026,22,156,2291,11,138,2052,121,68,7
1914,146,107,1924,479,104,1745,318,103,8
1664,45,100,1555,46,100,1416,136,84,10
1772,105,99,1871,268,66,1787,1241,50,8
2262,108,65,2138,399,108,2100,1705,72,24
2077,49,105,1920,101,103,1830,1515,95,8
1847,29,111,1973,11,150,2100,1588,70,7
1744,140,68,1779,764,52,1485,755,46,8
1919,130,79,2002,210,90,1918,3107,83,36
1376,109,131,1425,261,126,1650,1,331,8
2243,267,66,2424,785,48,2433,10267,45,16
1520,152,70,1753,2930,45,1490,1382,74,17
1887,269,83,1781,577,92,1791,5958,45,19
2036,111,70,2143,990,80,2171,1139,45,27
2012,74,72,2193,544,45,2065,848,45,38
2262,166,52,2303,42,92,2273,441,45,4
2053,259,63,2289,1904,45,2051,3124,63,32
1409,19,142,1531,60,103,1413,138,93,1
1450,443,56,1310,407,85,1293,643,110,17
1969,48,97,2238,1660,73,2204,9915,45,2
2056,233,77,1980,485,82,1703,457,82,33
2169,52,124,2052,31,142,2005,556,92,3
1631,79,72,1718,370,60,1556,549,60,33
1473,105,122,1787,469,61,1637,2105,45,5
1661,172,46,1339,59,137,1066,41,126,17
2133,52,103,2060,107,77,1965,203,54,26
1563,113,98,1536,799,45,1178,1142,61,18
1479,22,125,1611,159,68,1267,337,83,8
2030,48,74,2019,134,50,1902,478,45,16
1558,66,127,1821,63,68,1308,13,105,1
1966,35,122,2209,5594,45,1946,2349,52,6
1948,114,68,1867,377,72,1676,42,99,40
2068,87,73,2149,367,45,1945,1246,45,13
1730,134,55,1810,2358,45,1409,2964,59,7
1608,29,134,1409,207,86,1424,839,56,8
1307,99,103,1223,25,124,1234,10,209,15
1462,75,93,1342,120,88,1500,0,500,20
1977,88,70,1880,92,94,1720,370,74,20
1656,99,71,1715,3840,58,1569,2850,45,25
1665,123,73,1696,1078,45,1406,483,48,23
1707,120,88,1637,133,62,1355,603,45,15
1896,246,70,1953,214,90,1816,1773,71,22
1909,29,101,1601,93,47,1501,317,59,12
2427,73,94,2550,41,145,2403,2660,69,24
1521,67,61,1518,347,63,1341,481,53,9
1984,169,72,1500,0,500,1500,0,500,13
1685,87,85,1617,255,84,1292,234,73,28
2198,63,78,2242,49,117,2372,1519,65,23
1394,18,131,1603,83,90,1453,171,63,4
2357,101,112,2517,121,79,2394,970,53,17
2222,160,64,2314,393,64,2189,4035,45,19
1885,92,98,1397,1,379,1346,1,307,27
2107,40,109,2065,94,90,2026,767,55,11
1772,84,83,1736,285,55,1733,1342,45,6
1887,69,126,2047,21,159,1812,38,115,14
1683,106,126,1673,551,121,1303,428,116,5
1522,2496,54,1213,40,107,990,160,89,5
1639,315,47,1654,300,51,1552,1732,45,35
1764,305,56,1530,87,82,1498,576,45,30
2102,42,96,2105,207,79,2001,410,77,9
1845,61,85,1906,73,79,1792,604,45,25
1811,144,91,2098,1094,45,1940,2926,55,16
1908,72,85,1808,335,82,1859,5042,73,23
1452,84,72,1424,82,64,1093,120,51,25
2135,74,78,1810,11,153,1993,102,81,41
1752,185,107,1725,73,73,1539,3760,45,2
2117,25,112,2079,367,84,2056,1795,79,8
1768,33,117,1953,810,85,2008,2348,45,7
2045,14,130,2034,719,97,1901,218,97,1
1837,356,79,1905,1353,63,1834,5467,46,16
1676,95,109,1810,380,49,1811,4268,46,8
1797,57,77,1803,122,75,1428,61,87,25
2068,213,60,2211,150,76,2093,670,48,33
1951,148,73,1881,2978,46,1863,605,79,38
1899,373,46,2027,787,46,1873,1474,46,18
2004,29,93,2003,370,60,1702,85,56,8
1710,168,56,1809,972,49,1500,0,500,37
1762,41,116,1898,632,72,1741,481,54,17
1741,163,62,1710,500,47,1571,1346,45,16
1701,196,109,1781,801,78,1823,1068,70,2
1962,53,74,1774,7,170,1629,5,175,10
1623,192,84,1824,482,49,1604,2274,46,15
1918,169,54,1938,1146,45,1847,7060,45,1
1633,85,96,1619,169,75,1357,12,130,10
1751,476,76,1629,1166,48,1533,2562,45,13
2117,125,68,2077,276,65,2007,1598,50,17
1872,99,73,1755,21,143,1638,590,45,30
1913,132,98,2010,538,92,1894,2658,72,9
1615,34,126,1419,37,107,1362,364,83,8
2161,124,101,2277,375,75,2052,2039,60,2
2025,72,86,1985,39,111,1936,2435,57,24
1914,18,129,1800,11,144,1500,0,500,1
2185,258,73,2355,744,57,2408,8187,48,8
1539,137,68,1607,257,72,1541,553,51,39
2074,137,99,2111,179,98,2029,8407,45,11
1694,119,80,1810,31,114,1657,43,120,7
1958,62,84,2141,355,73,2013,708,55,16
1450,82,74,1684,307,63,1425,194,78,14
1989,67,91,2113,321,64,1953,633,55,17
2094,25,130,1907,13,137,2011,949,97,6
1911,18,144,2056,1201,82,1871,7581,79,6
1714,794,80,1785,1282,47,1684,6246,46,16
1708,48,103,1826,211,65,1640,1831,45,16
2099,36,92,2001,314,55,1801,1086,65,16
2083,38,89,2101,228,66,2000,946,87,18
2024,104,64,2228,855,45,1959,944,46,6
1749,65,94,1793,540,71,1619,1940,45,32
1850,244,71,2020,1714,60,1875,3355,45,13
2085,36,86,2155,49,87,2101,5230,52,22
1811,107,86,1716,60,86,1641,386,46,32
1868,17,151,1531,12,159,1500,0,500,4
1550,110,86,1729,555,47,1566,3105,46,9
1616,93,124,1390,319,98,1119,72,128,16
1687,168,59,1675,11,162,1642,6,228,19
1962,457,58,2021,223,70,1873,1095,45,30
2178,49,112,2281,508,76,2238,1373,89,1
1865,74,121,1750,133,87,1573,376,45,8
1682,69,104,1781,323,75,1476,1654,45,9
1683,157,74,1648,2478,45,1343,388,53,3
1719,141,79,1794,133,52,1691,1285,49,39
1938,46,101,2002,127,88,1984,6448,45,8
1528,1775,46,1592,20,97,1266,31,74,8
2061,109,112,2300,820,71,2004,798,78,1
2152,67,111,2063,247,104,1981,329,102,3
2075,557,73,2095,2108,45,1917,3221,46,3
1811,109,64,1755,284,108,1583,700,45,36
1689,287,104,1670,869,72,1384,2424,47,8
1986,35,118,2076,304,67,2013,6905,66,16
1531,224,138,1436,160,138,1436,9,177,5
2160,32,123,1910,244,123,1803,794,110,3
1987,90,79,1890,228,103,1695,47,158,16
1609,54,99,1464,82,95,1074,134,93,1
1438,182,106,1462,142,92,946,575,63,23
1678,29,103,1853,20,121,1203,36,79,6
1762,56,104,1861,1949,99,1573,273,85,2
1865,34,109,2027,501,68,1900,1469,45,15
1651,116,121,1231,13,141,1500,0,500,2
2041,40,114,1973,28,135,1955,187,89,11
2054,55,103,1500,0,500,1944,230,98,16
2142,88,66,1704,3,222,1652,4,211,5
2013,258,47,2213,417,69,2165,1790,45,24
1957,173,69,2125,534,48,2148,2410,45,9
1526,58,119,1620,291,85,1440,1303,67,1
2071,65,70,2107,157,57,2003,4503,45,30
1565,126,108,1738,1121,70,1269,260,75,6
1892,71,80,1992,130,63,1867,1081,45,1
1742,156,87,1831,747,56,1732,1088,50,16
1875,39,142,1705,783,84,1455,4199,74,1
2134,473,58,2205,2044,52,1970,2828,45,31
1553,94,86,1379,67,131,1330,735,78,16
1634,56,130,1332,10,173,1462,389,114,8
1926,466,74,2046,2570,58,1847,2086,45,21
1876,41,105,1965,348,79,1891,737,62,17
1706,30,107,1651,16,124,1411,312,84,16
1490,649,57,1456,1255,55,918,463,92,27
2232,32,113,2063,166,80,1977,2431,51,4
1663,41,89,1813,133,52,1447,325,46,30
1704,95,108,1508,11,198,1549,1117,107,15
973,15,145,985,18,119,751,58,120,1
2138,72,99,2090,12,134,2078,1728,51,13
1869,120,63,1908,29,114,1330,3,201,27
2231,77,90,2284,86,99,2321,395,58,1
1920,1241,66,1955,2294,73,1947,7284,45,6
1492,27,126,1400,156,82,1379,5,172,2
1960,48,97,1993,434,69,1783,1319,59,9
1930,97,61,1825,122,64,1528,1223,82,15
2250,34,101,2259,29,126,2338,781,45,1
1447,247,67,1530,315,46,1386,245,56,1
2098,116,70,2161,605,48,1914,556,46,8
1406,410,113,1513,47,82,1210,248,90,4
1843,76,97,1968,1340,78,1950,3160,45,22
2144,78,73,2143,107,74,2139,1635,60,25
1703,362,45,1650,408,45,1443,357,46,1
1745,229,63,1908,1305,59,1810,2066,46,17
2221,56,107,2093,7,161,2231,9045,45,11
2078,74,94,2158,79,69,2003,553,60,22
1332,51,103,1328,61,86,1053,71,80,9
1780,46,101,1920,9,190,1604,6,168,5
1388,61,76,1531,35,116,1500,0,500,21
1564,183,72,1689,289,55,1425,1898,45,11
1568,252,99,1631,360,60,1354,51,121,1
1661,55,78,1748,262,48,1453,504,48,34
2231,1353,45,2327,595,59,2182,580,67,26
1755,26,148,1742,593,73,1473,1587,45,1
1978,49,75,1977,103,71,1815,1174,45,24
1737,143,68,1918,722,46,1626,1147,46,25
1474,68,98,1368,389,97,1500,0,500,1
1924,24,112,2009,80,82,2014,460,56,2
1702,524,87,1693,342,84,1327,174,95,19
1963,61,110,1963,38,107,1636,147,105,4
2247,198,51,2500,1153,53,2400,3193,54,26
1802,1331,45,1809,1279,53,1515,296,50,4
1984,92,82,1879,238,73,1811,556,49,24
1690,30,137,1740,1138,66,1495,426,58,8
1617,236,109,1463,1163,90,1335,574,68,8
1717,66,113,2054,825,62,1678,1827,46,1
1865,21,125,1870,99,118,1820,1449,90,8
1621,146,87,1545,371,106,1291,60,138,11
1783,577,101,1869,756,55,1738,2085,45,8
1990,55,99,2107,250,119,2191,12912,45,21
1523,88,94,1181,112,86,1078,590,56,13
1714,160,103,1616,442,87,1456,1702,71,1
1867,252,85,2133,110,71,2122,3535,57,20
1962,23,134,2005,274,135,2105,1565,102,1
1874,345,97,1976,2014,58,1735,37,122,2
1824,83,70,1915,567,45,1827,2871,56,20
1605,331,62,1462,22,104,1151,352,61,37
2066,297,61,2232,237,70,2233,2153,68,41
1792,59,78,1852,256,64,1971,1790,45,13
1609,102,104,1595,55,56,1524,7,198,6
1612,39,85,1699,278,48,1528,1647,60,2
1865,101,71,1987,508,58,1710,1003,70,25
1769,114,72,2020,316,62,1811,4663,45,25
1763,152,69,1620,30,101,1492,64,90,22
1817,46,109,1690,46,79,1491,138,55,5
2085,117,72,2232,92,106,2200,2252,65,20
1705,244,115,1582,34,118,1178,165,109,6
1346,24,140,1204,41,138,952,100,116,8
1844,44,107,1761,562,154,1746,4363,45,13
1919,128,109,2096,1264,76,2009,7601,45,2
1618,33,112,1655,30,114,1313,39,110,8
2127,62,107,2243,558,87,2203,5383,46,16
2086,57,101,1918,15,212,2004,696,97,1
1783,129,72,1739,414,46,1305,922,46,6
1436,25,116,1481,19,165,1078,67,101,7
2283,53,115,2202,123,82,2314,1133,49,17
1888,56,88,1856,66,128,1846,1194,51,8
2195,124,69,2607,867,51,2612,7133,49,8
1802,23,156,1797,14,137,1659,57,111,1
2055,122,79,2222,877,61,2029,2429,67,19
2147,34,108,2187,226,67,2128,374,83,1
1926,57,96,1910,185,85,1917,4366,45,1
1949,76,76,2011,131,105,2026,9138,45,29
2125,47,80,1994,52,99,2091,2365,45,24
1535,55,113,1847,684,107,1530,43,101,15
1763,26,112,1584,1967,78,1376,467,55,8
2102,118,58,2172,272,69,2114,3956,46,3
1897,126,70,1953,672,63,2126,5,258,1
1730,236,111,1695,1059,100,1372,786,79,6
1882,19,141,1895,261,57,1901,2192,45,8
2112,104,77,2047,562,51,1911,4156,52,25
1878,105,74,1828,129,79,1765,892,52,4
1902,48,90,1546,3,198,1500,0,500,6
1720,79,102,1673,454,71,1570,825,94,6
1841,71,72,1842,213,64,1801,519,51,11
1838,26,106,1567,4,217,1743,151,78,7
1606,87,110,1607,189,100,1461,481,53,1
2179,38,118,2174,60,93,2207,1821,46,16
1860,981,51,2050,1201,46,1745,4255,46,8
1191,183,69,1026,274,53,921,282,57,2
1600,55,72,1614,88,76,1213,1106,69,16
2001,49,72,1851,98,87,1669,572,70,14
2074,311,47,2321,704,48,2252,2405,46,23
1890,123,76,2002,601,68,1809,1350,45,17
1830,51,130,2314,2,318,811,1,390,9
2180,39,80,2175,143,87,2121,920,50,1
1706,106,64,1830,296,61,1784,1532,49,18
1791,85,78,1947,77,85,1796,177,78,17
1751,36,102,1636,2,309,1500,0,500,22
1775,32,82,1627,86,76,1545,1684,45,16
2020,32,105,2268,283,78,2244,5391,74,2
2306,97,65,2432,486,49,2440,11889,53,15
1543,230,80,1528,392,72,1183,128,81,8
1831,270,78,1936,410,47,1595,488,45,10
2014,275,104,1967,270,101,1879,5339,46,1
1897,98,114,2040,166,53,1868,883,45,7
1546,101,95,1619,3648,47,1419,4883,50,3
1921,118,69,2039,719,81,1965,5505,63,16
1728,28,113,1952,41,66,1626,362,69,8
1457,73,89,1511,165,72,1369,787,72,15
1635,302,85,1846,604,67,1857,4610,45,15
1676,197,55,1743,965,45,1476,6101,45,17
1858,56,79,2131,109,71,2166,384,45,16
1852,100,91,1500,0,500,1500,0,500,20
1646,96,62,1599,24,95,1416,6,152,8
1915,42,90,1500,0,500,1771,40,140,14
1814,135,104,1834,9,169,1500,0,500,1
2272,32,100,2358,156,49,2354,416,46,11
1834,41,96,2013,166,70,1821,296,66,8
1626,50,88,1402,17,137,912,32,121,2
1770,39,98,1793,120,94,1596,1934,45,17
1979,184,88,1950,801,50,1930,716,45,5
1844,85,69,2066,951,45,1784,4812,45,17
1569,31,135,1597,156,66,1444,322,69,1
1991,43,111,2125,2,261,1304,3,206,2
1751,33,96,1953,1935,45,1649,873,49,3
1812,219,78,2056,2225,47,2021,1877,45,16
1613,67,94,1703,218,89,1827,1079,64,8
1552,65,102,1644,713,75,1195,1194,45,9
1890,22,117,2174,1821,45,1716,654,52,3
1869,60,84,1906,77,101,1831,1657,45,19
1764,101,92,1825,3842,74,1646,235,70,4
1553,156,65,1646,2787,62,1222,541,60,6
1783,199,85,1565,118,92,1427,3205,89,8
1582,36,135,1615,254,85,1306,1707,45,1
1750,43,96,1761,654,81,1689,3767,45,8
2105,48,111,2291,1880,79,2271,5573,45,1
1835,74,86,1821,271,46,1767,1669,45,10
1718,21,108,1945,29,85,2004,2993,53,2
1470,161,86,1376,600,45,1179,31,77,5
1885,51,90,1878,272,73,1745,3191,73,6
1671,47,79,1500,0,500,1266,1,295,10
2000,49,70,2077,71,83,1914,136,107,17
2027,26,94,1980,46,77,1997,354,59,2
1397,52,130,1468,284,81,1268,385,90,6
1646,18,123,1730,554,64,1613,1568,45,1
1875,41,91,2069,1107,45,1670,932,51,17
1732,87,104,1833,302,73,1822,620,66,8
1813,29,117,1579,215,86,1703,1859,47,8
2201,36,112,2219,305,76,2261,4828,46,8
1596,610,45,1559,694,76,1500,0,500,8
1820,21,123,2032,207,56,1988,2122,45,8
1973,43,91,2049,27,91,2024,2221,47,8
1759,40,95,1854,1369,83,1662,1950,45,15
1922,61,94,2039,190,61,1935,3113,45,8
1928,54,83,1776,123,75,1632,536,48,17
1867,189,74,1902,358,70,1530,1709,95,10
1539,25,97,1798,638,49,1329,148,49,7
1580,81,118,1710,519,111,1319,4,232,2
1803,23,139,1653,236,81,1434,197,85,8
1765,72,88,1698,18,150,1434,29,112,7
1784,89,76,1781,113,75,1612,148,87,15
2178,30,99,2092,24,111,2124,174,73,9
1829,87,62,1500,0,500,1500,0,500,3
1547,113,114,1611,198,114,1544,62,119,6
2320,73,82,2396,549,53,2321,3860,45,18
2083,36,94,2061,560,77,2031,65,105,8
1864,954,82,2000,2090,45,1769,1237,55,13
1829,148,73,1891,290,60,1790,244,63,8
1770,72,84,1972,384,64,1654,318,56,3
2026,118,112,1703,43,133,1275,1,315,15
1577,1896,62,1658,4325,54,1420,2136,59,17
1874,35,76,1591,130,108,1500,124,96,16
1874,59,70,1953,17,101,1617,33,92,13
1677,36,131,1618,261,60,1310,359,65,8
1953,152,82,2007,274,71,1946,1029,45,7
1777,320,85,1918,616,78,1978,1572,46,6
2130,103,71,2061,35,112,2200,768,51,11
1859,111,56,1762,61,78,1419,12,122,7
1515,93,80,1500,0,500,1323,1,300,16
1829,36,112,1918,293,53,1807,821,57,15
1413,40,90,1413,285,66,1175,482,81,5
1860,45,87,1500,0,500,1365,2,244,12
1868,57,71,1877,88,49,1618,370,83,6
1852,408,56,1828,553,71,1589,895,45,16
1937,480,45,2000,14,161,1497,7,189,2
1994,29,87,2017,568,80,1977,3193,56,14
1984,140,67,1964,402,50,1717,1914,48,19
1919,34,96,1888,19,113,1862,564,54,7
1507,35,132,1651,2,227,1438,7,155,8
1330,187,67,1131,2,249,1500,0,500,9
1960,85,79,2106,971,45,1788,420,49,17
1759,22,142,1807,338,101,1663,19,98,1
1603,39,96,1608,306,52,1486,604,63,16
2212,27,96,2134,126,76,2048,467,66,15
2232,107,69,2222,214,72,2201,2774,50,13
1451,50,96,1500,0,500,1418,28,105,14
1832,104,64,1990,837,52,1870,4012,59,17
1802,45,85,1713,91,66,1700,820,50,8
2071,43,77,2144,12,150,2103,1121,52,24
1915,24,117,1995,32,117,1823,27,125,6
1528,61,125,1426,97,120,1013,22,133,7
1692,364,47,1309,1,302,1312,1,306,9
1868,104,91,1819,170,92,1546,23,148,17
1606,78,93,1694,486,58,1421,1221,45,16
1903,1241,92,2111,2127,45,1882,1899,48,4
1989,99,67,2144,347,55,2143,5997,45,15
1525,35,78,1443,71,110,1298,58,87,15
1700,39,81,1736,99,60,1468,315,82,17
1696,33,111,1828,64,66,1666,239,56,1
1769,187,68,1635,45,109,1500,0,500,15
1527,32,107,1500,130,64,1236,7,141,8
1719,27,103,1741,35,115,1303,1,347,14
1592,50,78,1804,149,53,1434,148,51,9
2023,62,77,2014,664,57,1967,1374,51,25
1508,72,75,1547,135,57,1469,346,58,16
1922,373,71,2049,1272,51,1828,1121,45,4
1701,96,73,1885,341,54,1581,2468,45,15
1938,723,76,1923,1328,45,1840,3943,45,1
2026,161,71,2060,113,100,2035,406,92,20
1842,61,109,1807,187,108,1434,33,122,6
1901,31,98,1797,188,96,1559,451,72,16
1656,219,65,1692,694,49,1240,1593,65,12
1954,103,75,2046,269,83,1864,1632,75,16
1589,102,66,1508,83,53,1292,53,53,9
1708,23,123,2094,622,45,1762,566,60,2
2437,52,98,2501,137,73,2478,840,45,17
1907,13,156,1500,0,500,1471,23,137,1
1587,30,123,1373,106,77,1179,101,69,16
1762,100,89,1700,721,56,1491,636,61,14
2014,44,129,2183,22,137,1981,209,85,2
1451,22,142,1705,376,66,1450,1112,47,4
2027,29,84,2043,28,84,1890,703,52,17
1709,34,106,1619,66,74,1221,23,119,1
1602,54,85,1716,733,45,1634,407,60,1
2015,644,55,2061,1284,49,1904,626,51,24
1779,30,104,1319,4,321,1535,236,90,18
1607,30,97,1554,280,48,1317,343,50,3
1731,36,97,1753,388,113,1664,2331,65,4
1941,40,103,2229,470,70,2184,6082,45,1
1738,86,86,1914,685,45,1625,573,45,18
1699,160,82,1778,353,67,1676,503,68,1
1526,43,94,1619,81,106,1588,422,63,16
1613,29,101,1492,44,96,1257,109,48,12
1766,177,59,1847,390,45,1657,316,47,19
1956,30,101,1900,125,48,1835,890,57,7
2024,47,83,2100,253,79,2100,3180,66,14
1765,59,94,1874,114,70,1446,203,50,8
1847,91,82,1825,604,92,1754,4830,52,15
1713,62,78,1731,534,45,1517,1315,49,17
1677,276,69,1731,299,57,1468,659,46,1
1312,44,97,1245,188,77,1258,33,106,12
1949,73,70,2045,187,54,1852,1018,51,14
1974,42,99,1747,16,121,1810,429,49,6
2056,110,81,2108,331,70,1995,944,47,16
1560,37,88,1574,93,67,1398,807,46,8
1396,106,84,1059,18,115,1263,1132,90,11
2364,25,91,2329,60,106,2534,1989,45,14
2124,339,52,2283,1809,45,2117,2174,50,9
1656,67,94,1735,508,81,1462,276,48,8
2229,29,95,2494,169,69,2517,3410,46,15
1876,40,101,1687,4,206,1500,0,500,15
1484,102,106,1403,131,104,934,32,131,4
1527,110,70,1334,153,76,1255,159,103,9
1657,38,77,1704,240,77,1485,1195,50,2
1467,65,65,1665,1281,45,1112,121,87,19
1603,24,119,1644,3,234,1615,189,99,1
2000,43,91,1896,8,155,1864,356,70,17
1651,58,84,1606,1050,95,1485,2222,45,17
1938,20,106,1847,34,81,1727,134,58,8
1762,30,85,1367,1,332,1500,0,500,13
1885,65,95,1912,514,110,1787,902,73,9
1759,31,128,1984,651,93,1674,2785,53,7
1899,218,87,1905,334,90,1421,130,111,16
1650,289,74,1858,1080,45,1382,36,82,13
1721,29,103,1573,105,115,1616,452,105,6
2036,80,102,2106,446,51,1941,2537,45,11
1579,168,84,1747,1108,47,1583,2488,45,8
1576,392,45,1363,22,116,1500,0,500,8
2176,111,68,2312,999,45,2161,2518,45,13
1861,65,114,1627,136,137,1529,338,135,1
2002,365,60,2234,1869,54,2102,2470,55,9
1758,90,105,1538,323,75,1542,1352,62,6
1634,77,79,1740,329,71,1494,328,66,8
1711,24,123,1988,802,53,1710,329,49,1
1987,104,59,1908,73,82,1616,53,129,17
1728,44,90,1729,331,78,1521,539,72,8
1522,65,75,2165,28,102,1653,4,258,11
1629,105,65,1577,195,57,1500,0,500,17
1773,40,114,2053,35,98,1949,1289,45,13
1801,60,95,1820,122,51,1541,185,116,7
1451,84,88,1478,1645,46,1257,785,46,2
1861,17,109,1989,123,70,2010,714,67,4
1864,64,91,1937,300,79,1752,729,73,4
2236,40,118,2185,33,99,2137,735,45,7
1974,38,89,2133,317,55,1822,561,46,6
1771,96,93,1932,1123,48,1730,3084,45,7
2099,39,82,2194,473,93,2233,12511,45,16
2232,45,114,2247,2,294,1500,0,500,14
1591,88,68,1780,295,55,1369,304,46,13
2025,37,122,2011,29,133,1804,112,119,3
1593,24,107,1543,375,56,1439,25,113,4
2209,76,95,1942,647,59,1620,255,79,7
1870,27,130,1506,8,174,1800,80,116,6
1973,21,125,1852,126,68,1726,236,55,2
1833,59,72,1912,18,133,1500,0,500,7
1451,506,101,1424,81,79,1500,0,500,8
1988,52,92,2138,133,70,2088,617,46,14
1883,52,92,1849,96,72,1627,316,92,18
1695,23,142,1712,27,104,1366,308,101,1
1585,58,83,1682,277,49,1172,6,220,3
1880,21,121,1432,2,259,1500,0,500,8
1678,42,110,1649,41,123,1559,145,97,1
1799,29,117,2081,2601,45,1973,1864,51,1
1363,35,120,1322,140,67,1056,254,76,5
2229,53,75,2389,100,78,2276,4677,45,4
2041,753,90,2137,976,64,1971,2201,47,2
1866,593,61,1908,1585,62,1987,6786,59,1
1862,49,72,1966,8,202,1532,37,149,2
1666,19,104,1815,218,100,1661,1105,87,8
1962,16,145,1663,40,115,1411,184,109,1
2124,73,78,2261,29,114,2223,2026,75,17
1707,152,79,1540,88,119,1056,2,254,16
2118,27,101,2383,173,108,2032,167,74,14
1721,894,52,1804,461,77,1602,781,73,1
2061,25,115,2295,190,78,2394,2058,45,5
1568,31,104,1608,195,52,1188,111,61,3
1750,26,125,1806,57,92,1623,280,75,6
1715,366,46,1654,3006,45,1402,3177,45,9
1636,36,98,1747,48,102,1026,9,183,14
1817,74,66,1718,114,60,1416,131,60,9
2066,38,88,2037,25,108,2121,1038,59,17
2178,286,74,2334,1310,49,2314,1329,48,8
1769,85,71,1871,118,70,1503,239,45,16
2202,129,74,2312,272,90,2371,3189,51,12
1592,34,81,1696,23,96,1504,4,194,16
1776,30,94,1672,53,102,1337,160,51,15
1812,56,77,1944,28,104,1644,589,51,1
1598,96,63,1542,3,281,1267,1,304,17
1981,39,84,2087,11,123,1920,895,49,22
1897,32,110,1949,163,48,1627,1119,45,8
1945,49,104,1942,60,85,1954,178,70,9
1510,68,126,1438,122,143,1278,151,139,8
2198,888,65,2205,1363,61,2042,471,56,16
1983,32,129,1982,497,71,1836,4066,45,6
1509,162,47,1376,687,53,1500,0,500,11
1954,32,100,1928,40,100,1862,3790,52,8
1797,25,104,1868,510,57,1550,1251,45,12
2190,22,127,2153,192,99,2017,93,105,2
2119,193,91,2323,354,71,2377,941,47,4
1724,71,72,1771,191,50,1683,536,46,19
1816,30,99,1532,6,183,1527,307,53,16
1899,1212,88,2050,999,85,2026,2401,86,2
1375,63,74,1284,28,114,1042,720,45,15
2028,53,88,2196,297,65,2133,3456,50,10
2049,61,86,2157,592,61,2000,2724,52,1
1691,31,107,1794,67,85,1549,22,107,8
1868,36,84,1931,113,67,1576,187,71,9
1498,88,91,1414,198,54,1170,147,55,3
1944,69,75,1778,1063,74,1589,797,66,23
1523,39,91,1460,33,105,1360,73,117,8
1614,111,63,1599,93,57,1211,480,60,15
1885,678,74,1852,625,47,1201,178,50,13
2000,156,100,2115,340,110,2002,2058,82,7
2113,66,82,2020,14,117,1902,1,313,15
1847,13,105,1395,1,355,1417,3,204,1
1523,56,75,1640,61,96,1524,9774,45,8
1894,77,86,2155,909,54,1939,1453,45,1
1612,228,81,1827,126,94,1630,1111,57,8
1214,45,111,1273,7,264,609,20,159,5
1928,1594,104,2006,1652,45,1978,6270,45,4
1792,66,70,1682,167,100,1152,6,156,8
1827,73,102,1957,213,104,1824,1921,65,1
1709,694,45,1698,1243,46,1536,651,56,1
1670,476,52,1443,139,46,1174,22,92,1
1915,35,67,1855,58,55,1952,1,319,1
2135,26,97,1500,0,500,2122,3201,85,9
1671,199,45,1500,0,500,1500,0,500,1
1908,93,76,2135,114,77,2134,1210,45,1
1710,55,105,1688,286,98,1424,17,133,3
1911,53,81,2090,95,58,1339,1,306,4
1237,24,103,1498,253,51,1143,18,91,1
1871,45,82,1757,338,51,1454,1342,45,4
1580,71,50,1637,104,45,1323,481,45,1
1573,29,94,1567,89,65,1066,347,50,8
1941,451,49,1880,206,45,1636,325,45,4
1711,47,84,1662,531,48,1330,248,50,9
1606,27,91,1629,203,56,1308,188,54,4
2218,55,76,1500,0,500,2018,36,76,9
1993,26,98,1820,26,106,1923,991,45,9
2037,29,80,2203,228,54,2002,1642,57,3
1739,366,98,1287,1,311,1492,880,63,1
2119,33,83,2056,173,65,1907,499,53,3
2001,46,77,2164,16,102,2109,638,45,3
1862,42,81,2191,177,76,2168,2659,48,1
1424,19,108,1637,237,72,1450,201,45,2
1811,74,68,1835,472,61,1676,917,60,2
2186,15,110,2056,38,92,1969,17,90,1
1566,107,63,1628,253,50,1574,265,55,6
1780,13,108,1732,29,100,1428,162,63,1
2041,24,89,2178,64,70,2191,1900,47,8
1679,59,68,1738,45,62,1233,62,70,2
1519,31,84,1542,4,179,1500,0,500,2
1983,60,69,2104,108,57,1965,1022,45,6
1097,117,72,866,7,149,1101,2,236,3
1638,101,76,1609,96,80,1095,51,73,8
1659,20,115,1470,71,113,1009,15,147,2
1887,195,76,1907,259,45,1640,454,45,1
2010,33,75,1889,51,82,1844,25,100,9
1523,18,97,1486,1183,45,1378,2,220,1
2243,232,73,2317,523,54,2100,1224,45,8
1585,144,73,1390,125,74,1478,610,75,5
1682,44,93,1672,77,95,1680,669,46,6
1918,46,80,1875,819,45,1789,93,63,7
